LON,LAT,EDO,CLAVE,ESTACION,oct-19
-99.220278,20.873333,HGO,MARMOLES,"Los M·rmoles, Hgo. SMN*",154.8
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",38.03
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",369.22
-98.7475,20.123333,HGO,PACHUCAob,"Observatorio de Pachuca, Hgo. SMN*",31.8
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",35.91
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",92.89
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",14.06
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",60
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",13.08
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",90.01
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",100
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",10.71
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",205.5
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",62.6
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",19
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",55.72
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",85.22
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",137.02
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",75.42
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",170.22
-103.465278,19.697778,JAL,CGZJL,"Ciudad Guzm·n, Jal.",122.3
-103.201944,20.290556,JAL,CHAJL,"Chapala 1 SMN, Jal.",58.91
-105.044722,19.498611,JAL,CHAMELA,"Chamela-Cuixmala, Jal. SMN*",102
-104.554444,19.628611,JAL,CHFJL,"El ChiflÛn, Jal",213.53
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",126.92
-103.25,22.133333,JAL,CLTJL,"Colotl·n, Jal.",103.8
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",193
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",161.67
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",49.43
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",306.5
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",53.43
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",65.01
-102.7075,21.043611,JAL,ELSALTO,"El Salto, Jal. SGT*",70.6
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",101.73
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",155.2
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",126.4
-104.497222,19.238333,JAL,HIGJL,"Higuera Blanca, Jal.",162.52
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",51.64
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",71.15
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",139.93
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",27.2
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",108.8
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",114.32
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",62.16
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",39.6
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",166
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",65
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",73.61
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",134.5
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",59.14
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",72.72
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",180.09
-102.716667,20.4,JAL,RIOZULA,"RÌo Zula, Jal. SGT*",82.2
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",67.3
-103.733333,20.916667,JAL,SANTAROSACFE,"Santa Rosa, Jal. CFE*",120.53
-101.85,21.35,JAL,SAUCEDACFE,"Sauceda, Jal. CFE*",58.5
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",69.1
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",58.22
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",127.1
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",50.05
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",100.6
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",66.06
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",60.92
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",84.8
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",116.8
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",38.2
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",91.03
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",251.7
-99.440556,18.861389,MEX,ALAMEDA1,"Alameda 1, MÈx. FENIX*",166.6
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Mex. SMN*",76.8
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",207.2
-98.912222,19.543611,MEX,ATEMX,"Atenco (RÌo Xalapan), MÈx.",36.54
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",131.11
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, MÈx. SACMEX*",112.79
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",134.8
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",78.7
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",152.92
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",152.89
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",95.35
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",91.04
-99.4675,18.795833,MEX,CHDMX,"Ciudad Hidalgo, MÈx",131.1
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",109.47
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",99.07
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",89.01
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",78.8
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",174.6
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",134.8
-99.631667,19.292222,MEX,COBMX,"Observatorio de Estado de MÈxico, MÈx.",109.91
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",145.13
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",93
-99.344167,19.37,MEX,DOSRIOS,"Dos RÌos, MÈx. UNAM*",158.01
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",86.1
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",141.1
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",45.01
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",95.46
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",131.65
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",158.92
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",62.14
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",111.61
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",33
-99.267222,19.5225,MEX,MADIN,"Presa MadÌn, MÈx. UNAM*",251.98
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",135.03
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",107.65
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",188.45
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",147.2
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",227.56
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",66.56
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",114.56
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",99.57
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",49
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",109.72
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",111.02
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",91.62
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",66.35
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",174.6
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",43.65
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",113.03
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",156.4
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",111.03
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",115.93
-98.911111,19.530556,MEX,SADMX,"San AndrÈs (Texcoco), MÈx.",50.82
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",161
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",91.3
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",37.72
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",168.5
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",158.2
-99.285,19.574444,MEX,SNJMX,"San Juan, Mex.",130.1
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",67.52
-99.8,19.333333,MEX,TBRMX,"Tres Barrancas, MÈx.",85.24
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",227.95
-98.900833,19.443611,MEX,TJCMX,"El Tejocote, MÈx.",135.41
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",71.99
-100.022778,19.904444,MEX,TM2MX,"Temascalcingo, MÈx.*",98.8
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",79.2
-99.283333,19.453889,MEX,TOTMX,"Totolica, Mex.",109.61
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",120.92
-100.283333,19.1,MEX,TROMX,"Trojes, MÈx.",126.9
-99.283056,19.4525,MEX,TTLMX,"Totolica (hidro), MÈx.",130.7
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Mex.",84.57
-99.196111,19.403611,MEX,VALLEDEBRAVO,"Valle de Bravo, MÈx. SGT*",114
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",79.23
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",198.71
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",86.85
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",110.52
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",69.73
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",63.6
-102.371667,19.082778,MICH,APAMC,"Apatzing·n, Mich. SMN*",0
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",116.5
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",45.51
-101.459167,20.319444,MICH,CBLMC,"Casa Blanca, Mich.",43.53
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",62.41
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",43.52
-102.774167,19.287778,MICH,CHLMC,"ConstituciÛn de Apatzing·n, Mich.",82
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",71.41
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",72.17
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",69.31
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",171.01
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",70.1
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",86.7
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",65.7
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",301.61
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",62.81
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",13.6
-101.940833,20.038333,MICH,LDFMC,"Laguna del Fresno, Mich.",22.1
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",62
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",80.6
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",45.22
-102.9,18.8,MICH,LPNMC,"Los Panches, Mich.",98.9
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",22.1
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",12.5
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",56.15
-101.461389,20.323333,MICH,MKZMC,"Markazuza, Mich. SGT*",17.2
-102.2,17.899167,MICH,MLCMC,"Melchor Ocampo L. C., Mich.",492.51
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",95.4
-100.277778,19.670833,MICH,MMONARCAI,"Mariposa Monarca 1, Mich. SMN*",71
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",108.44
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",110.5
-101.176111,19.688611,MICH,MORMC,"Morelia, Mich.",52.45
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",73.5
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",82.51
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",47.3
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",60.04
-102.601389,19.959167,MICH,PDEGONZALO,"Presa de Gonzalo, Mich. SGT*",51.6
-102.431389,20.303056,MICH,PJARIPO,"Presa Jaripo, Mich. SGT*",49
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",39.83
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",76.8
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",69.2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",59
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",49.9
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",60
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",89.02
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",72.4
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",117
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",35.73
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",369.43
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",122.45
-102.242222,20.339444,MICH,YURMC,"YurÈcuraro, Mich.",67.4
-102.284167,20.006667,MICH,ZAMMC,"Zamora, Mich.",63.21
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",42.4
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",74.43
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",44
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",68.52
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",219.52
-99.265833,18.735,MOR,ALUMR,"Alpuyeca, Mor.",143
-99.4,18.6,MOR,AMCMR,"Amacuzac, Mor.",205.1
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",164.22
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",200.11
-98.9,18.8,MOR,CUAMR,"Cuautla, Mor.",187.24
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",291.02
-99.233333,18.933333,MOR,CUERNAVACAob,"Observatorio de Cuernavaca, Mor. SMN*",203.6
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",160.92
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",194.4
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",177
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",159.79
-99.015833,19.028889,MOR,HUIMR,"Huitzilac, Mor.",240.71
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",135.02
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",134.36
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",185.31
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",205
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",136.4
-98.916667,18.683333,MOR,LCUMR,"La Cuera, Mor.",234.14
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",61.8
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",193.29
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",138.22
-99.258333,18.734722,MOR,OACMR,"Oacalco, Mor.",90.3
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",140.4
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Morelos, Mor.",296.4
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",214.8
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",139.51
-99.156944,18.771111,MOR,PROMR,"Progreso (IMTA), Mor.",185.6
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",104
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",185.6
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",208.35
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",191.71
-99.2,18.9,MOR,TEMMR,"Temixco, Mor.",153.3
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",136.4
-99.1,18.794167,MOR,TICMR,"Ticum·n, Mor.",273.5
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",130.3
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",276.6
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",181.52
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",127.1
-98.92,18.9875,MOR,TOTMR,"Totoloapan, Mor.",163.01
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",254.2
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",105.1
-99.248611,19.050556,MOR,TRESMARIAS,"Tres MarÌas, Mor. SMN*",169
-99.188333,18.521111,MOR,XICMR,"Xicatlacotla, Mor.",139
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",149.91
-99.1,18.9,MOR,YAHMR,"Yautepec, Mor.",195.8
-99.200833,18.636667,MOR,ZCTMR,"Zacatepec, Mor.",128.1
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",116.04
-105.403333,22.479444,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",79.75
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",380.5
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",268.05
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",61.5
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",428.56
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",65.8
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",94.72
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",165.92
-105.211667,22.119722,NAY,ROMNR,"Rosa Morada, Nay.",85.92
-104.8,21.8,NAY,RSRNR,"Reguladora San Rafael, Nay.",373.2
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",224.83
-104.893056,21.489167,NAY,TEPICob,"Observatorio de Tepic, Nay. SMN*",108.8
-104.891944,21.489444,NAY,TEPNR,"Tepic, Nay.",128.63
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",35
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",35.25
-100.011944,25.272778,NL,AL2NL,"Allende Dos, N. L.",38
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",42.01
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",8.64
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",40.01
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",40.8
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",58.75
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",80.71
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",1.25
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N. L.",49.65
-99.276944,25.711667,NL,CCHNL,"Cuchillo-Solidaridad, N.L.",31.5
-100.172222,25.952222,NL,CDFNL,"CiÈnega de Flores, N.L.",4.05
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",93.12
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",35.52
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",96
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",15.1
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",33
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",84.5
-100.308333,25.576944,NL,ELDIENTE,"El Diente SMN, N. L.",24.8
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",34.31
-99.975556,25.765,NL,LAARENA,"La Arena, N.L. SGT*",32.25
-100.128056,25.428056,NL,LBCNL,"La Boca, N.L.",46
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",6.03
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",6.25
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",25.12
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",59.9
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",22.73
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",72.34
-100.304722,25.733611,NL,OBSNL,"Observatorio de Nuevo LeÛn, N.L.",22.73
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",20.05
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",47.01
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",0
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",17.01
-100.446667,25.674444,NL,STACATARINA,"Santa Catarina, N.L. SGT*",17
-99.77,25.503611,NL,Tepehuaje,"Cadereyta, N.L. SGT*",12.5
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",26
-102.184167,21.738611,OAX,AMTOX,San Antonino Monte Verde,119.4
-95.698889,16.009167,OAX,ASTOX,"Astata, Oax.",184.5
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",125.5
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",188.3
-96.716667,17.066667,OAX,BAEOX,"Base AÈrea, Oax.",86.31
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",37.03
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",318.2
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",369.4
-102.712222,21.849167,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",354.2
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",342.92
-96.416667,18.233333,OAX,DPSOX,"Dique Pescaditos, Oax.",204.81
-95.424722,16.436389,OAX,EMAOX,"El MarquÈs (RÌo Tehuantepec), Oax.",262.72
-102.676944,21.9975,OAX,FOYOX,"San Francisco Yosocuta, Oax.",42.73
-97.766667,17.808333,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",136.56
-97.783333,17.8,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",140.72
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",152.4
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",231.21
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",354.9
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",234
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",241.01
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",213.4
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",548.2
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",41.8
-97.688333,15.966667,OAX,LCHACAHUA,"Laguna Chacahua, Oax. SMN*",143.8
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",281.52
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",318.42
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",223.51
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",88.9
-96.7,17,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",99.92
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",291.03
-96.489722,15.6675,OAX,PANGELob,"Observatorio de Puerto ¡ngel, Oax. SMN*",75
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",220.83
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",98.7
-96.483333,15.666667,OAX,PTAOX,"Puerto ¡ngel, Oax.",172.6
-95.281389,16.476111,OAX,RHOOX,"RÌo Hondo, Oax.",207.2
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",301.9
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",179.5
-95.226667,16.161944,OAX,SALINACRUZob,"Observatorio de Salina Cruz, Oax. SMN*",166.6
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",245.41
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",149.63
-96.55,17.266667,OAX,SCIOX,"Ixtepeji (S. Catarina I.), Oax.",134.5
-95.2,16.183333,OAX,SCROX,"Salina Cruz, Oax.",164.9
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",432
-102.189167,21.826667,OAX,SLAOX,"Silacayo·pam, Oax.",255.07
