Estado,Localidad,Clave,Lon,Lat,2018,2019,2020,Tmax,Tmin,Tmed
ZAC,"Achimec, Zac.",ACHZC,-103.23,22.33,106.8,87.32,29.2,24.20967742,2.741935484,13.47580645
ZAC,"Atolinga, Zac.",ATGZC,-103.46,21.81,204.1,58.5,8.5,17.09677419,1.0,9.048387097
ZAC,"El Cazadero, Zac.",ELCZC,-103.1,23.69,66.3,24.81,19.7,22.06451613,2.112903226,12.08870968
ZAC,"El Saladillo, Zac.",ELSZC,-102.04,22.67,213.32,57.53,17.9,22.12903226,-0.516129032,10.80645161
ZAC,"Gobernador Leobardo Reynoso, Zac.",LREZC,-103.22,23.18,62.42,23.6,24.7,21.38709677,1.5806451609999999,11.48387097
ZAC,"Guadalupe, Zac.",GPEZC,-102.51,22.75,142.61,80.2,43.3,20.77419355,5.167741935,12.97096774
ZAC,"Ing. Julián Adame Alatorre, Zac.",TAYZC,-102.86,22.12,155.1,61.11,38.5,24.80645161,3.8870967739999998,14.34677419
ZAC,"José María Morelos, Zac.",VILZC,-103.34,21.59,243.3,29.01,39.9,30.56451613,8.661290323,19.61290323
ZAC,"La Bufa, Zac.",LBUZC,-102.57,22.78,156.9,43.1,7.5,15.88709677,7.45483871,11.67096774
ZAC,"La Florida, Zac.",LFLZC,-103.6,22.69,129.53,20.0,49.5,25.29032258,-0.9032258059999999,12.19354839
ZAC,"Manuel Felgueres, Zac.",LOBZC,-103.38,22.85,131.5,27.5,44.0,22.90322581,0.306451613,11.60483871
ZAC,"Miguel Alemán, Zac.",EXCZC,-103.35,21.65,186.62,33.34,26.1,24.70967742,3.2903225810000003,14.0
ZAC,"Moraleños, Zac.",PMOZC,-102.9,21.71,209.61,83.01,41.2,27.09677419,7.2258064520000005,17.16129032
ZAC,"Nochistlán, Zac.",NCTZC,-102.85,21.36,194.81,40.02,46.2,24.17741935,2.806451613,13.49193548
ZAC,"Palomas, Zac.",PALZC,-102.8,22.35,167.01,78.6,24.9,21.62903226,2.177419355,11.90322581
ZAC,"Pino Suárez, Zac.",PINZC,-101.4,22.12,161.9,63.7,30.5,21.69354839,0.7419354840000001,11.21774194
ZAC,"Río Grande, Zac.",RGRZC,-103.03,23.82,152.72,25.74,14.1,21.93548387,1.338709677,11.63709677
ZAC,"Santa Rosa, Zac.",STRZC,-103.11,22.92,105.02,49.6,30.6,20.06451613,3.419354839,11.74193548
ZAC,"Santa Teresa (Independencia Nacional), Zac.",STEZC,-103.5,22.33,176.1,46.2,49.4,22.22580645,5.112903226,13.66935484
ZAC,"Santiago, Zac.",SGOZC,-103.51,24.29,78.0,53.12,26.9,16.38709677,3.758064516,10.07258065
ZAC,"Sombrerete, Zac.",SOMZC,-103.64,23.64,77.9,25.2,13.7,22.12903226,5.012903226000001,13.57096774
ZAC,"Villa Hidalgo, Zac.",VHGZC,-101.72,22.35,220.9,49.3,35.3,19.80645161,1.870967742,10.83870968
ZAC,"Zacatecas, Zac.",ZACZC,-102.58,22.76,236.0,44.32,34.1,19.87096774,7.693548387000001,13.78225806
