LON,LAT,EDO,CLAVE,ESTACION,ene-20
-109.698056,26.774722,SON,JULIANTABAMPO,"Juliantabampo, Son. REMAS*",0.1
-111.653611,28.694722,SON,KINO,"Kino, Son. REMAS*",2.9
-110.656944,28.301944,SON,LACAMPANA,"La Campana Cesave, Son. INIFAP*",1.0
-110.143889,29.673889,SON,LACAPILLA,"La Capilla Cesave, Son. INIFAP*",4.7
-110.716111,30.336667,SON,LADRILLERA,"La Ladrillera, Son. REMAS*",4.2
-109.685,26.836111,SON,LASPIOCHAS,"Las Piochas Cesave, Son. INIFAP*",1.6
-109.378889,30.437778,SON,LCDSO,"L·zaro C·rdenas, Son.",5.4
-112.784444,30.834722,SON,LOLEYTA,"Loleyta, Son. REMAS*",4.2
-111.405,30.607222,SON,LOMA,"La Loma, Son. REMAS*",3.4
-109.985833,29.116944,SON,MATAPE,"M·tape, Son. REMAS*",2.0
-110.176944,28.935,SON,MAZATAN,"Mazat·n, Son. REMAS*",1.1
-110.137778,29.003611,SON,MZTSO,"Mazat·n, Son.",3.0
-109.684444,26.835833,SON,NAVOBAXIA,"Navobaxia, Son. REMAS*",0.3
-109.6875,30.374444,SON,NCZSO,"Nacozari, Son.",25.2
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",14.0
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",11.4
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0.0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",10.4
-110.706111,29.229722,SON,ORGSO,"El Oregano, Son.",9.2
-110.656944,28.302222,SON,ORTIZ,"OrtÌz, Son. REMAS*",1.4
-109.083333,29.433333,SON,PDNSO,"Paso Nacori, Son.",0.0
-111.322222,28.678889,SON,PEANA,"PeaÒa, Son. REMAS*",1.2
-109.642222,28.976667,SON,PECSO,"Plutarco ElÌas Calles, Son.",2.7
-111.346667,28.941667,SON,PERICO2,"Perico 2, Son. INIFAP*",2.0
-109.786944,30.188889,SON,PINOS,"Los Pinos Cesave, Son. INIFAP*",6.3
-114.866944,32.332222,SON,PIVOTE,"Rancho El Pivote, Son. REMAS*",1.1
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo FÈlix ValdÈs, Son.",2.0
-109.683333,30.366667,SON,PNACOZARIob,"Observatorio de Pilares de Nacozari, Son. SMN*",0.6
-110.409167,27.631111,SON,POTAMR,"PÛtam, Son. REMAS*",0.1
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto PeÒasco, Son.",3.5
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",1.5
-113.540556,31.301111,SON,PTOPENASCOob,"Observatorio de Puerto PeÒasco, Son. SMN*",0.2
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",0.0
-109.577222,27.210833,SON,PUEBLO,"Pueblo Mayo, Son. REMAS*",0.0
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",4.0
-110.958056,29.905833,SON,QUEROBABI,"Querobabi, Son. REMAS*",2.2
-114.963333,32.310278,SON,QUIROZ,"Rancho Quiroz, Son. REMAS*",1.4
-109.526389,26.809444,SON,REGLA,"La Regla, Son. REMAS*",0.4
-112.905833,30.848056,SON,RIVERA,"La Rivera, Son. REMAS*",0.8
-109.748333,26.897778,SON,SAHUARALO,"Sahuaral de Otero, Son. REMAS*",0.2
-109.218056,29.050278,SON,SAHUARIPA,"Sahuaripa, Son. REMAS*",5.8
-109.926944,27.616111,SON,SANSALVADOR,"San Salvador Cesave, Son. INIFAP*",0.2
-110.599167,31.194722,SON,SANTACRUZS,"Santa Cruz, Son. REMAS*",9.3
-111.560556,28.843889,SON,SANTAELENAS,"Santa Elena, Son. REMAS*",0.1
-110.656111,28.1175,SON,SANTAMARIA,"Santa MarÌa, Son. REMAS*",0.3
-111.256389,28.977222,SON,SANTONINO,"Santo NiÒo, Son. REMAS*",1.9
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",16.7
-110.933611,29.552222,SON,SELVA,"Selva, Son. REMAS*",1.2
-109.501111,27.011111,SON,SEMAY,"Semay, Son. REMAS*",0.2
-110.239167,28.713333,SON,SJPSO,"San JosÈ de Pimas, Son.",3.0
-114.783333,32.483333,SON,SLCSO,"San Luis RÌo Colorado, Son.",3.0
-112.846389,31.865278,SON,SONOYTA,"Sonoyta, Son. SMN*",9.0
-112.669722,31.768333,SON,SONOYTAS,"Sonoyta, Son. REMAS*",6.5
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",21.2
-109.886667,28.418889,SON,SUAQUI,"Suaqui Grande, Son. REMAS*",2.7
-112.348333,30.510278,SON,SURCABORACA,"Sur Caborca, Son. REMAS*",0.7
-109.967778,27.613333,SON,TAJIMAROA,"Tajimaroa, Son. SGT*",0.0
-109.401389,27.129722,SON,TESIA,"Tesia, Son.  INIFAP*",0.1
-109.136667,26.461944,SON,TOTOLIBOQUI,"Totoliboqui, Son. REMAS*",0.0
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",7.0
-110.930278,29.388333,SON,TRACALITA,"Tracalita, Son. REMAS*",1.4
-110.513056,28.372778,SON,TREINTA,"Las Treinta, Son. REMAS*",0.7
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",3.5
-111.133056,29.014722,SON,UNISON,"Universidad de Sonora, Son. SMN*",0.0
-110.311111,29.442222,SON,URES,"Ures, Son. REMAS*",2.5
-109.617778,26.933611,SON,VASCONIA,"La Vasconia, Son. REMAS*",1.1
-110.289722,27.643611,SON,VCMSO,"VÌcam, Son.",0.0
-108.927778,28.371389,SON,YCRSO,"YÈcora, Son.",7.0
-109.013611,28.331944,SON,YECORAS,"YÈcora, Son. REMAS*",10.4
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",26.9
-93.838333,18.046111,TAB,BLASILLO,"Blasillo, Tab. SGT*",0.0
-93.413611,17.808889,TAB,CARTB,"C·rdenas, Tab.",92.5
-91.229167,17.289722,TAB,CUSUMACINTA,"CaÒÛn Usumacinta, Tab. SMN*",76.8
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",25.0
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",52.2
-92.916667,17.966667,TAB,GABTB,"Gaviotas 2, Tab.",7.8
-92.911389,17.9675,TAB,GAVIOTAS,"Gaviotas Villahermosa, Tab. SGT*",28.3
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",79.1
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",126.2
-93.316111,17.954444,TAB,MEZCALAPA,"Mezcalapa, Tab. SGT*",63.9
-93.316111,17.954444,TAB,MEZCALAPA,"Mezcalapa, Tab. SGT*",63.9
-92.929444,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",105.0
-92.753333,17.391667,TAB,OXOTB,"Oxolot·n, Tab.",189.7
-93.33,18.42,TAB,PARAISO,"ParaÌso, Tab. SMN*",92.0
-93.386111,17.769444,TAB,PAREDON,"ParedÛn HC, Tab. SGT*",56.8
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",51.3
-92.868611,17.865278,TAB,PUEBLONUEVO,"Pueblo Nuevo, Tab. SGT*",45.0
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",144.4
-93.291667,17.979167,TAB,SAMTB,"Samaria, Tab.",54.8
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",20.5
-92.816667,17.466667,TAB,TAPTB,"Tapijulapa, Tab.",121.7
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",114.1
-98.370556,24.046667,TAMPS,ABASOLO,"Abasolo, Tamps. SGT*",26.8
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",25.2
-99.145,22.988611,TAMPS,AHLTP,"Ahualulco, Tamps.",14.3
-99.148889,22.987778,TAMPS,AHUALULCOTP,"Ahualulco, Tamps. SGT*",14.1
-97.925556,22.3875,TAMPS,ALTAMIRAob,"Observatorio de Altamira, Tamps. SMN*",27.4
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",101.8
-99.215278,24.103333,TAMPS,BARRETALI,"Barretal 1, Tamps. SGT*",5.2
-99.123333,24.079444,TAMPS,BARRETALII,"Barretal 2, Tamps. SGT*",3.0
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal 1, Tamps.",5.2
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",2.9
-97.772222,23.051944,TAMPS,BTORDO,"Barra del Tordo, Tamps. SMN*",33.0
-98.687222,25.118056,TAMPS,CANDIDOAG,"C·ndido Aguilar, Tamps. SGT*",20.1
-99.793889,22.91,TAMPS,CBT117,"Centro de Bachillerato TecnolÛgico 117, Tamps. INIFAP*",14.7
-98.5975,26.238056,TAMPS,CDOTP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",12.7
-98.8,26.25,TAMPS,CMGTP,"S-J-2-11 Camargo, Tamps.",7.6
-99.25,26.416667,TAMPS,CMRTP,"Mier, Tamps.",13.6
-97.818333,25.638889,TAMPS,CONTP,"Control, Tamps.",12.2
-98.936389,23.937778,TAMPS,CORONA,"Corona, Tamps. SGT*",19.2
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",17.8
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",6.2
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria (Gerencia), Tamps.",4.6
-99.083333,23.383333,TAMPS,ENNTP,"La Encantada, Tamps.",8.4
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",8.8
-98.1575,24.842778,TAMPS,FD2TP,"San Fernando, Tamps. SMN*",7.9
-98.158333,24.843889,TAMPS,FDOTP,"San Fernando, Tamps.",11.9
-99.170556,26.560278,TAMPS,FLCTP,"Internacional FalcÛn, Tamps.",9.0
-99.148889,23.023056,TAMPS,GOMEZFARIAS,"GÛmez FarÌas, Tamps. SGT*",21.9
-99.375278,23.4075,TAMPS,JAUMAVE,"Jaumave, Tamps. SMN*",2.4
-99.548333,26.816944,TAMPS,LASTORTILLASC,"Las Tortillas RÌo Salado, Tamps. SGT*",6.0
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",6.3
-99.116667,22.833333,TAMPS,LSRTP,"La Servilleta, Tamps.",8.6
-97.518056,25.885,TAMPS,MA2TP,"Matamoros, Tamps. SMN*",11.4
-99.551111,24.566667,TAMPS,MAGTP,"Magueyes, Tamps.",4.3
-97.653889,25.558056,TAMPS,MARGARITASTP,"Las Margaritas, Tamps. INIFAP*",11.8
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",9.6
-97.844167,22.283889,TAMPS,MDRTP,"Madero, Tamps.",80.6
-99.040833,26.374167,TAMPS,MGATP,"S-J-1-2 Miguel Alem·n, Tamps.",7.6
-98.705556,22.795833,TAMPS,MGSTP,"MagiscatzÌn Dos, Tamps.",7.6
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",1.6
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo GÛmez, Tamps.",9.2
-99.53,27.44,TAMPS,NUEVOLAREDO,"Nuevo Laredo, Tamps. SGT*",9.3
-98.633889,22.494444,TAMPS,NVAAPOLONIA,"Nueva Apolonia, Tamps. SGT*",18.1
-99.490278,27.495556,TAMPS,NVLTP,"Nuevo Laredo, Tamps.",7.9
-98.901944,24.041389,TAMPS,PADILLA,"Padilla, Tamps. SGT*",16.2
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",15.5
-97.8,25.8,TAMPS,PANTP,"Pueblo An·huac, Tamps.",15.3
-98.742778,23.725556,TAMPS,PASOMOLINA,"Paso de Molina, Tamps. SGT*",20.2
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",20.2
-98.867778,24.115,TAMPS,PILON,"PilÛn, Tamps. SGT*",9.6
-98.901667,24.138333,TAMPS,PILTP,"PilÛn, Tamps.",9.5
-99.555833,24.2475,TAMPS,PJMTP,"Pedro JosÈ MÈndez, Tamps.",3.8
-98.921389,26.225,TAMPS,PMARTERGOMEZ,"Marte Rodolfo GÛmez, Tamps. SGT*",7.5
-99.554444,24.236667,TAMPS,PPJMENDEZ,"Presa Pedro JosÈ MÈndez, Tamps. SGT*",0.4
-99.5975,24.184167,TAMPS,PTODEVALLES,"Puerto de Valles, Tamps. SGT*",11.0
-98.666667,23.961389,TAMPS,PVGUERRERO,"Presa Vicente Guerrero, Tamps. SGT*",79.8
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",11.1
-99.004167,22.845278,TAMPS,RFRTP,"RÌo FrÌo, Tamps.",5.0
-98,25.966667,TAMPS,RIBTP,"RÌo Bravo, Tamps.",17.8
-97.931111,24.793056,TAMPS,ROSPMAN,"Rancho Rospman, Tamps. INIFAP*",24.7
-97.991944,23.259444,TAMPS,RSPTP,"Rep˙blica EspaÒola, Tamps.",50.7
-98.285833,26.079722,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",11.0
-98.883333,26.166667,TAMPS,RYNTP,"S-J-2-9 Reynosa, Tamps.",11.0
-99.094444,23.022778,TAMPS,SBNTP,"Sabinas, Tamps.",17.2
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",12.4
-98.787222,23.083611,TAMPS,SGBTP,"San Gabriel, Tamps.",6.8
-98.210833,23.7675,TAMPS,SLMTP,"Soto la Marina, Tamps.",48.6
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",10.2
-98.158889,24.841944,TAMPS,SNFERNANDO,"San Fernando, Tamps. SGT*",14.2
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",2.3
-97.878889,22.238611,TAMPS,TMPTP,"Tampico, Tamps.",80.4
-98.422778,22.423889,TAMPS,TMSTP,"TamesÌ, Tamps.",27.8
-99.434722,24.252222,TAMPS,TOMASENO,"El TomaseÒo, Tamps. SGT*",1.7
-97.804167,25.906111,TAMPS,VCATP,"Villa C·rdenas, Tamps.",7.7
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",78.3
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",15.4
-99.488611,24.303889,TAMPS,VILLAGRAN,"Villagr·n, Tamps. SMN*",6.4
-99.551111,24.566667,TAMPS,VSMTP,"Victoria-San Marcos, Tamps.",5.8
-98.131111,19.428611,TLAX,APITL,"Apizaco, Tlax.",7.5
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",23.6
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",4.1
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",0.0
-97.911111,19.315833,TLAX,HMTTL,"Huamantla, Tlax.",11.5
-97.937778,19.343889,TLAX,IFCOMPANIA,"La CompaÒia, Tlax. INIFAP*",11.8
-97.993611,19.519722,TLAX,IFLAZARO,"L·zaro C·rdenas, Tlax. INIFAP*",22.0
-98.032222,19.140833,TLAX,MALINCHEII,"La Malinche 2, Tlax. SMN*",2.2
-98.2,19.4,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",1.8
-98.200556,19.556111,TLAX,SJATL,"San JosÈ Atlanga, Tlax.",8.0
-98.233333,19.316667,TLAX,TLAXCALAob,"Observatorio de Tlaxcala, Tlax. SMN*",0.0
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",6.4
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",0.0
-96.843889,19.695833,VER,ACAVC,"Acatl·n, Ver.",94.1
-94.931944,18.04,VER,ACAYUCANIF,"Acayucan 2, Ver. INIFAP*",28.5
-96.583056,19.161111,VER,ACTOPANVER,"Actopan, Ver SGT*",7.8
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",71.2
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",147.0
-97.68,20.93,VER,ALAVC,"¡lamo Temapache, Ver.",58.3
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",113.8
-95.758056,18.789167,VER,ALVARADO2ob,"Alvarado II, Ver. SMN*",71.0
-95.4375,18.583333,VER,ARCVC,"¡ngel Rosario Cabada, Ver.",95.1
-96.944444,19.588889,VER,BANVC,"Banderillas, Ver.",113.0
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",106.2
-94.253889,17.954444,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",118.0
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",30.7
-96.994444,19.332778,VER,CDCVC,"Cosautl·n de Carvajal, Ver.",144.0
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",33.8
-97.098056,20.04,VER,CEIXTACUACO,"Campo Experimental Ixtacuaco, Ver. INIFAP*",123.9
-96.866667,19.7,VER,CHIVC,"Chiconquiaco, Ver.",157.3
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",101.9
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",72.8
-94.406667,18.149722,VER,COATZACOALCOmar,"Coatzacoalcos, Ver. SEMAR*",151.7
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",92.4
-96.923056,18.89,VER,CORDOBASGT,"CÛrdoba, Ver. SGT*",46.5
-96.395,18.834167,VER,COTAXTLAVER,"Cotaxtla, Ver. SGT*",27.2
-94.4,18.1,VER,COTVC,"Coatzacoalcos, Ver.",134.3
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",32.9
-95.295833,18.144444,VER,CTTVC,"Coatotolapan, Ver.",36.4
-98.39,21.341389,VER,ELCARDON,"El CardÛn, Ver. SGT*",151.7
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",76.0
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",54.4
-96.9975,18.897778,VER,FORVC,"Fortin, Ver.",61.0
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",52.0
-98.443889,21.777222,VER,HGOVC,"El Higo, Ver.",114.6
-98.274167,21.160556,VER,HLSVC,"Los Hules, Ver.",81.6
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",64.5
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",77.0
-96.554167,19.404167,VER,IDOVC,"Õdolos, Ver.",31.5
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",82.4
-94.666667,17.95,VER,JALVC,"Jaltip·n, Ver.",210.7
-96.241389,19.042778,VER,JAMAPA,"Jamapa, Ver. SGT*",25.7
-95.033333,17.433333,VER,JCRVC,"Jes˙s Carranza, Ver.",79.0
-94.088889,17.873611,VER,JDCVC,"San JosÈ del Carmen, Ver.",55.7
-97.3,19.816667,VER,JLNVC,"Jalacingo, Ver.",114.5
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",66.7
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",91.3
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",207.0
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",51.2
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",25.0
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",138.2
-96.411111,19.261389,VER,LOFVC,"Loma Fina, Ver.",46.0
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",66.5
-97.1,19.65,VER,LVRVC,"Las Vigas de RamÌrez, Ver.",69.0
-97.048333,20.0675,VER,MDTVC,"MartÌnez de la Torre, Ver.",160.7
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",14.1
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",101.3
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",65.1
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",204.5
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",119.4
-95.516667,18.633333,VER,NLTVC,"Naranjal, Lerdo de Tejada, Ver.",109.0
-98.5125,21.840278,VER,OLVVC,"El Olivo, Ver.",65.0
-97.1,18.85,VER,ORIZABAob,"Observatorio de Orizaba, Ver. SMN*",30.0
-97.1,18.85,VER,ORZVC,"Orizaba, Ver.",71.2
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",111.8
-94.3775,18.103611,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",202.0
-94.193611,17.872778,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",121.0
-97.814444,21.184444,VER,PEMVC,"Presa el Moralillo, Ver.",34.0
-97.238889,19.580556,VER,PERVC,"Perote, Ver.",39.0
-98.172778,22.053333,VER,PNCVC,"P·nuco, Ver.",90.8
-97.475,20.543333,VER,POZARICA,"Poza Rica, Ver. SGT*",113.2
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",73.5
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",97.2
-98.335278,21.293611,VER,PSNVC,"PlatÛn S·nchez, Ver.",168.0
-96.665,19.043333,VER,PTE4CAMINOS,"Puente Cuatro Caminos, Ver. SGT*",65.1
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",40.0
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",191.6
-96.713889,20.157778,VER,RAUVC,"El Raudal, Ver.",123.6
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",63.0
-96.921389,19.578611,VER,SEDVC,"SedeÒo, Ver.",61.6
-95.183333,18.45,VER,SIHVC,"Sihuap·n, Ver.",68.0
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",76.5
-96.130556,19.085833,VER,SJNVC,"San JosÈ Novillero, Ver.",17.9
-96.427778,19.043333,VER,SOLEDADDOB,"Soledad de Doblado, Ver. SGT*",12.3
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",282.4
-95.212778,18.450833,VER,STXVC,"San AndrÈs Tuxtla AC, Ver.",67.1
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",130.0
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",120.2
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",83.0
-96.860556,19.354722,VER,TEPATLAXCO,"Tepatlaxco, Ver. SGT*",104.6
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",119.0
-98.383333,21.517222,VER,TMPVC,"Tempoal, Ver.",83.6
-96.916667,19.811111,VER,TNCVC,"Tenochtitl·n, Ver.",189.8
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",100.0
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",66.3
-98.139167,21.036944,VER,TRRVC,"Terrerillos, Ver.",131.6
-97.4,20.955556,VER,TXPVC,"Tuxpan, Ver.",47.4
-96.111111,19.154167,VER,VERVC,"Veracruz, Ver.",94.3
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",6.0
-96.903889,19.511944,VER,XALAPAob,"Observatorio de Xalapa, Ver. SMN*",2.6
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",80.0
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",64.9
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",75.3
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",71.3
-96.871667,19.511667,VER,XOLVC,"Xalapa Olmos, Ver.",79.7
-96.915556,19.565833,VER,XREVC,"Xalapa RevoluciÛn, Ver.",68.8
-96.894444,19.555833,VER,XSUVC,Xalapa sumidero,60.9
-97.416667,19.433333,VER,ZALVC,"Zalayeta, Ver.",12.0
-89.681111,20.649444,YUC,ABAYC,"Abala, Yuc.",20.5
-89.218889,19.883056,YUC,BECYC,"BecanchÈn, Yuc.",70.0
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",12.5
-90.3825,20.858056,YUC,CELYC,"Celest˙n, Yuc. SMN*",4.6
-89.829444,20.752778,YUC,CHOYC,"Chochol·, Yuc.",19.3
-89.638056,21.03,YUC,CICYC,"Centro de InvestigaciÛn CientÌfica, Yuc.",1.8
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",14.2
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",29.9
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",2.5
-89.644167,20.935278,YUC,FAEYC,"Fuerza AÈrea, Yuc.",8.9
-89.642778,21.048889,YUC,FIYYC,"Fiuady, Yuc.",5.1
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",9.9
-89.651111,20.946389,YUC,MEOYC,"Observatorio de MÈrida, Yuc.",10.0
-89.4375,21.105556,YUC,MOCYC,"Mococha, Yuc.",9.4
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",24.2
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",30.5
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",28.0
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",28.0
-89.65,21.3,YUC,PROGRESOob,"Observatorio de Progreso, Yuc. SMN*",9.0
-89.653889,21.275833,YUC,PROYC,"Progreso, Yuc.",13.9
-87.77,21.303056,YUC,RANCHOALEGRE2,"Rancho Alegre 2, Yuc. INIFAP*",42.4
-88.160278,21.571111,YUC,RILYC,"RÌo Lagartos, Yuc. SMN*",35.0
-88.160556,21.571667,YUC,RLAYC,"RÌo Lagartos, Yuc.",64.7
-89.046944,20.030278,YUC,TANYC,"TantaquÌn, Yuc.",39.6
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",14.5
-87.988889,21.161389,YUC,TIZIMIN,"TizimÌn, Yuc. SMN*",19.0
-88.1725,21.158611,YUC,TIZYC,"TizimÌn, Yuc.",5.2
-89.047222,20.030278,YUC,TNTYC,"TantaquÌn, Yuc. SMN*",28.4
-88.204167,20.69,YUC,VALYC,"Valladolid, Yuc.",11.1
-103.338611,23.230556,ZAC,ABREGO,"¡brego, Zac. INIFAP*",28.8
-103.225278,22.327222,ZAC,ACHZC,"Achimec, Zac.",29.2
-102.159722,23.782222,ZAC,AGUANUEVAZC,"Agua Nueva, Zac. INIFAP*",23.0
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",8.5
-102.733889,23.602222,ZAC,CANITAS,"CaÒitas, Zac. INIFAP*",25.6
-103.571111,22.782222,ZAC,CBTAVALPARAISO,"Centro de Bachillerato TecnolÛgico Agropecuario ValparaÌso, Zac. INIFAP*",63.8
-102.659167,22.908611,ZAC,CEXPZACATECAS,"Campo Experimental Zacatecas, Zac. INIFAP*",30.4
-102.271667,23.039167,ZAC,CHAPARROSA,"Chaparrosa, Zac. INIFAP*",22.7
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",51.8
-102.341667,23.283611,ZAC,COBAEZVILLACOS,"Cobaez Villa de Cos, Zac. INIFAP*",8.4
-103.036111,23.216944,ZAC,COLEMANCIPACION,"Colonia EmancipaciÛn, Zac. INIFAP*",23.2
-103.451667,23.969722,ZAC,COLGLZORTEGA,"Colonia Gonz·lez Ortega, Zac. INIFAP*",16.0
-103.329167,23.816389,ZAC,COLPROGRESO,"Colonia Progreso, Zac. INIFAP*",12.0
-103.388611,24.118889,ZAC,CUNO,"Campo 1, Zac. INIFAP*",20.0
-103.669444,23.953889,ZAC,EJIDOZARAGOZA,"Ejido Zaragoza, Zac. INIFAP*",24.9
